"SuccessfulBool","goal","pledged","staff_pick","backers_count","name_len","name_len_clean","blurb_len","blurb_len_clean","deadline","state_changed_at","created_at","launched_at","deadline_month","deadline_day","deadline_yr","deadline_hr","state_changed_at_month","state_changed_at_day","state_changed_at_yr","state_changed_at_hr","created_at_month","created_at_day","created_at_yr","created_at_hr","launched_at_month","launched_at_day","launched_at_yr","launched_at_hr"
0,12800,7025,0,23,4,3,18,16,"2014-08-31 22:00:00","2014-08-31 22:00:11","2014-07-07 19:18:54","2014-07-18 11:32:04",8,31,2014,22,8,31,2014,22,7,7,2014,19,7,18,2014,11
0,40000,102,0,3,5,5,17,13,"2016-08-11 18:29:06","2016-08-11 18:29:06","2016-07-10 21:23:26","2016-07-12 18:29:06",8,11,2016,18,8,11,2016,18,7,10,2016,21,7,12,2016,18
0,10000,0,0,0,3,3,18,5,"2015-06-16 13:32:11","2015-06-16 13:32:13","2015-05-17 12:31:47","2015-05-17 13:32:11",6,16,2015,13,6,16,2015,13,5,17,2015,12,5,17,2015,13
0,2500,184,0,7,6,4,17,12,"2013-04-12 20:15:39","2013-04-12 20:15:39","2013-02-16 23:37:16","2013-03-13 20:15:39",4,12,2013,20,4,12,2013,20,2,16,2013,23,3,13,2013,20
0,25000,16,0,4,9,7,20,15,"2014-05-07 18:47:44","2014-05-07 18:47:44","2014-04-05 03:38:29","2014-04-07 18:47:44",5,7,2014,18,5,7,2014,18,4,5,2014,3,4,7,2014,18
0,10000,100,0,5,1,1,17,10,"2015-05-19 09:40:02","2015-05-19 09:40:04","2015-03-25 13:49:45","2015-04-15 09:40:02",5,19,2015,9,5,19,2015,9,3,25,2015,13,4,15,2015,9
0,10000,188,0,9,6,6,22,19,"2015-03-01 10:03:23","2015-03-01 10:03:26","2014-12-12 09:19:28","2015-01-15 10:03:23",3,1,2015,10,3,1,2015,10,12,12,2014,9,1,15,2015,10
0,9000,5,0,1,11,11,24,18,"2014-10-13 09:15:45","2014-10-13 09:15:45","2014-03-04 04:23:34","2014-09-13 09:15:45",10,13,2014,9,10,13,2014,9,3,4,2014,4,9,13,2014,9
0,20000,462,0,13,10,6,21,14,"2016-07-06 05:23:09","2016-07-06 05:23:09","2016-05-03 13:51:01","2016-06-06 05:23:09",7,6,2016,5,7,6,2016,5,5,3,2016,13,6,6,2016,5
0,350000,1490,0,29,9,8,16,11,"2014-05-24 08:49:41","2014-05-24 08:49:41","2014-03-18 08:51:18","2014-04-24 08:49:41",5,24,2014,8,5,24,2014,8,3,18,2014,8,4,24,2014,8
0,11000,430,0,10,5,5,10,8,"2015-02-25 14:20:34","2015-02-25 14:20:36","2015-01-23 10:11:20","2015-01-26 14:20:34",2,25,2015,14,2,25,2015,14,1,23,2015,10,1,26,2015,14
0,2000,801.63,0,23,4,4,20,14,"2012-12-09 19:28:45","2012-12-09 19:28:45","2012-08-03 20:45:59","2012-11-09 19:28:45",12,9,2012,19,12,9,2012,19,8,3,2012,20,11,9,2012,19
0,17500,0,0,0,7,5,21,13,"2014-04-11 08:01:02","2014-04-11 08:01:02","2014-02-05 02:53:21","2014-03-12 08:01:02",4,11,2014,8,4,11,2014,8,2,5,2014,2,3,12,2014,8
0,5e+05,21,0,3,1,1,24,15,"2014-09-12 19:42:49","2014-09-12 19:42:51","2014-08-11 02:02:38","2014-08-13 19:42:49",9,12,2014,19,9,12,2014,19,8,11,2014,2,8,13,2014,19
0,4000,530,0,2,4,3,19,14,"2015-12-26 01:50:21","2015-12-26 01:50:21","2015-11-20 03:00:28","2015-11-26 01:50:21",12,26,2015,1,12,26,2015,1,11,20,2015,3,11,26,2015,1
0,15000,15,0,1,7,7,20,11,"2015-05-28 09:36:52","2015-05-28 09:36:56","2015-03-28 15:40:57","2015-05-03 09:36:52",5,28,2015,9,5,28,2015,9,3,28,2015,15,5,3,2015,9
0,2000,55,0,4,3,2,21,14,"2015-06-01 12:52:00","2015-06-01 12:52:04","2012-12-27 10:12:22","2015-05-01 12:25:27",6,1,2015,12,6,1,2015,12,12,27,2012,10,5,1,2015,12
0,12500,20,0,2,6,3,15,11,"2013-07-27 19:10:20","2013-07-27 19:10:20","2013-05-01 01:29:04","2013-05-28 19:10:20",7,27,2013,19,7,27,2013,19,5,1,2013,1,5,28,2013,19
0,20000,236,0,11,1,1,21,11,"2016-03-15 21:54:25","2016-03-15 21:54:25","2016-01-05 15:30:55","2016-02-09 21:54:25",3,15,2016,21,3,15,2016,21,1,5,2016,15,2,9,2016,21
0,10000,901,0,5,8,8,19,14,"2014-06-19 05:56:31","2014-06-19 05:56:31","2014-05-15 11:16:45","2014-05-20 05:56:31",6,19,2014,5,6,19,2014,5,5,15,2014,11,5,20,2014,5
0,5000,47,0,5,7,5,15,12,"2014-06-19 22:13:55","2014-06-19 22:13:57","2014-05-02 22:53:22","2014-05-20 22:13:55",6,19,2014,22,6,19,2014,22,5,2,2014,22,5,20,2014,22
0,5000,50,0,2,5,4,24,14,"2011-02-21 18:50:05","2011-02-21 18:50:08","2010-11-23 17:01:02","2010-11-23 18:50:05",2,21,2011,18,2,21,2011,18,11,23,2010,17,11,23,2010,18
0,25000,130,0,4,4,4,14,7,"2012-04-22 17:19:54","2012-04-22 17:19:54","2012-03-10 14:48:21","2012-03-23 17:19:54",4,22,2012,17,4,22,2012,17,3,10,2012,14,3,23,2012,17
0,2500,385,0,10,1,1,17,11,"2014-02-12 14:02:11","2014-02-12 14:02:11","2014-01-23 21:25:24","2014-01-28 14:02:11",2,12,2014,14,2,12,2014,14,1,23,2014,21,1,28,2014,14
0,10000,0,0,0,2,2,18,15,"2015-06-14 16:10:13","2015-06-14 16:10:13","2015-05-13 08:53:30","2015-05-15 16:10:13",6,14,2015,16,6,14,2015,16,5,13,2015,8,5,15,2015,16
0,5000,0,0,0,4,4,14,9,"2013-05-02 13:39:22","2013-05-02 13:39:25","2013-03-21 15:50:18","2013-04-02 13:39:22",5,2,2013,13,5,2,2013,13,3,21,2013,15,4,2,2013,13
0,50000,433,0,7,7,6,21,12,"2013-09-21 09:05:54","2013-09-21 09:05:54","2013-07-19 04:38:44","2013-07-23 09:05:54",9,21,2013,9,9,21,2013,9,7,19,2013,4,7,23,2013,9
0,36000,14,0,6,7,6,23,16,"2014-05-09 14:57:48","2014-05-09 14:57:48","2013-02-25 06:24:10","2014-03-10 14:57:48",5,9,2014,14,5,9,2014,14,2,25,2013,6,3,10,2014,14
0,25000,7211,0,108,7,7,21,10,"2013-08-25 17:30:41","2013-08-25 17:30:43","2013-05-29 21:29:36","2013-07-11 17:30:41",8,25,2013,17,8,25,2013,17,5,29,2013,21,7,11,2013,17
0,1000,11,0,2,7,7,19,11,"2015-07-18 10:45:31","2015-07-18 10:45:31","2015-06-05 16:29:19","2015-06-08 10:45:31",7,18,2015,10,7,18,2015,10,6,5,2015,16,6,8,2015,10
0,19000,3,0,3,2,2,13,9,"2016-08-17 18:12:12","2016-08-17 18:12:12","2016-07-04 20:29:48","2016-07-08 18:12:12",8,17,2016,18,8,17,2016,18,7,4,2016,20,7,8,2016,18
0,120000,8075,0,7,11,10,23,12,"2014-06-11 10:29:24","2014-06-11 10:30:11","2014-02-07 07:16:06","2014-05-18 10:29:24",6,11,2014,10,6,11,2014,10,2,7,2014,7,5,18,2014,10
0,1498,0,0,0,9,9,23,18,"2014-11-01 18:20:00","2014-11-01 18:20:02","2014-10-09 19:20:21","2014-10-09 21:11:16",11,1,2014,18,11,1,2014,18,10,9,2014,19,10,9,2014,21
0,6000,147,0,7,8,6,12,8,"2013-03-08 22:45:00","2013-03-08 22:45:33","2013-01-31 08:46:07","2013-02-11 17:41:36",3,8,2013,22,3,8,2013,22,1,31,2013,8,2,11,2013,17
0,6000,900,0,7,3,3,17,13,"2015-12-28 10:48:05","2015-12-28 10:48:05","2015-11-25 00:29:18","2015-12-07 10:48:05",12,28,2015,10,12,28,2015,10,11,25,2015,0,12,7,2015,10
0,12000,2765,0,41,5,5,21,13,"2014-12-01 23:05:00","2014-12-01 23:05:01","2013-11-09 22:05:59","2014-10-28 02:02:32",12,1,2014,23,12,1,2014,23,11,9,2013,22,10,28,2014,2
0,100,10,0,1,2,2,3,3,"2014-08-07 15:13:20","2014-08-07 15:13:20","2014-07-08 09:42:12","2014-07-08 15:13:20",8,7,2014,15,8,7,2014,15,7,8,2014,9,7,8,2014,15
0,30000,4299.36,0,118,6,5,21,16,"2013-09-26 06:00:35","2013-09-26 06:00:36","2013-08-12 21:23:15","2013-08-27 06:00:35",9,26,2013,6,9,26,2013,6,8,12,2013,21,8,27,2013,6
0,1e+05,10,0,1,8,7,20,11,"2014-08-21 12:31:56","2014-08-21 12:31:56","2014-08-06 16:39:09","2014-08-08 12:31:56",8,21,2014,12,8,21,2014,12,8,6,2014,16,8,8,2014,12
0,50000,76,0,4,1,1,22,16,"2014-08-01 12:46:07","2014-08-01 12:46:07","2012-03-11 19:54:49","2014-07-02 12:46:07",8,1,2014,12,8,1,2014,12,3,11,2012,19,7,2,2014,12
0,3000,50,0,1,12,9,27,18,"2009-12-27 12:30:00","2009-12-27 12:30:06","2009-09-07 15:14:46","2009-09-28 20:42:39",12,27,2009,12,12,27,2009,12,9,7,2009,15,9,28,2009,20
0,6000,1391,0,18,11,8,15,12,"2014-12-03 12:22:27","2014-12-03 12:22:27","2014-05-18 14:15:36","2014-11-03 12:22:27",12,3,2014,12,12,3,2014,12,5,18,2014,14,11,3,2014,12
0,35000,15,0,2,1,1,20,14,"2014-09-14 01:46:56","2014-09-14 01:46:56","2014-08-03 19:33:46","2014-08-10 01:46:56",9,14,2014,1,9,14,2014,1,8,3,2014,19,8,10,2014,1
0,15000,191,0,10,1,1,12,9,"2012-10-08 21:01:12","2012-10-08 21:01:15","2012-08-23 22:12:40","2012-09-08 21:01:12",10,8,2012,21,10,8,2012,21,8,23,2012,22,9,8,2012,21
0,5000,0,0,0,2,2,23,15,"2014-09-30 14:00:00","2014-09-30 14:01:30","2014-08-28 12:30:27","2014-09-17 15:24:20",9,30,2014,14,9,30,2014,14,8,28,2014,12,9,17,2014,15
0,110000,17,0,5,9,6,18,13,"2014-07-18 17:48:03","2014-07-18 17:48:03","2013-09-03 06:23:22","2014-06-18 17:48:03",7,18,2014,17,7,18,2014,17,9,3,2013,6,6,18,2014,17
0,30000,1,0,1,9,8,17,12,"2013-07-11 18:21:33","2013-07-11 18:21:33","2013-03-31 18:32:03","2013-06-11 18:21:33",7,11,2013,18,7,11,2013,18,3,31,2013,18,6,11,2013,18
0,75000,6972,0,42,6,6,20,13,"2015-09-03 21:20:10","2015-09-03 21:20:12","2015-02-25 12:57:01","2015-07-05 21:20:10",9,3,2015,21,9,3,2015,21,2,25,2015,12,7,5,2015,21
0,35000,1491,0,22,1,1,16,13,"2015-03-09 17:30:12","2015-03-09 17:30:18","2014-12-11 16:46:37","2015-02-02 17:30:12",3,9,2015,17,3,9,2015,17,12,11,2014,16,2,2,2015,17
0,10000,0,0,0,9,7,29,16,"2010-07-15 17:08:00","2010-07-15 17:15:08","2010-06-15 17:08:29","2010-06-15 17:52:33",7,15,2010,17,7,15,2010,17,6,15,2010,17,6,15,2010,17
0,1500,455,0,15,3,3,19,14,"2014-04-16 19:40:05","2014-04-16 19:40:05","2014-03-06 21:47:02","2014-03-17 19:40:05",4,16,2014,19,4,16,2014,19,3,6,2014,21,3,17,2014,19
0,12000,304,0,22,2,2,19,11,"2011-02-27 23:20:16","2011-02-27 23:20:18","2010-11-21 01:34:36","2010-11-29 23:20:16",2,27,2011,23,2,27,2011,23,11,21,2010,1,11,29,2010,23
0,85000,500,0,6,10,10,21,13,"2014-03-01 17:40:14","2014-03-01 17:40:14","2013-11-13 18:21:19","2014-01-30 17:40:14",3,1,2014,17,3,1,2014,17,11,13,2013,18,1,30,2014,17
0,10000,340,0,18,6,5,19,15,"2014-12-11 09:31:22","2014-12-11 09:31:23","2014-10-08 23:38:56","2014-11-21 09:31:22",12,11,2014,9,12,11,2014,9,10,8,2014,23,11,21,2014,9
0,25000,6871,0,48,8,7,20,17,"2014-04-30 13:30:07","2014-04-30 13:30:13","2013-11-03 18:25:30","2014-03-01 13:30:07",4,30,2014,13,4,30,2014,13,11,3,2013,18,3,1,2014,13
0,2e+05,2,0,2,1,1,4,4,"2016-05-18 14:31:37","2016-05-18 14:31:37","2016-04-25 12:58:37","2016-04-28 14:31:37",5,18,2016,14,5,18,2016,14,4,25,2016,12,4,28,2016,14
0,5000,580,0,9,8,7,26,11,"2014-04-04 04:12:43","2014-04-04 04:12:44","2014-02-16 04:48:12","2014-03-05 04:12:43",4,4,2014,4,4,4,2014,4,2,16,2014,4,3,5,2014,4
0,50000,7773,0,68,5,5,12,11,"2014-03-30 23:01:19","2014-03-30 23:01:23","2014-02-03 16:04:23","2014-02-28 23:01:19",3,30,2014,23,3,30,2014,23,2,3,2014,16,2,28,2014,23
0,2000,101,0,2,3,3,6,4,"2015-05-02 22:04:13","2015-05-02 22:04:16","2015-04-20 23:24:11","2015-04-22 22:04:13",5,2,2015,22,5,2,2015,22,4,20,2015,23,4,22,2015,22
0,30000,4168,0,126,5,3,21,13,"2012-01-23 12:47:05","2012-01-23 12:47:06","2011-11-15 19:22:44","2011-12-09 12:47:05",1,23,2012,12,1,23,2012,12,11,15,2011,19,12,9,2011,12
0,3000,1193,0,40,5,4,14,10,"2016-02-17 05:23:27","2016-02-17 05:23:27","2015-08-26 06:28:23","2015-12-19 05:23:27",2,17,2016,5,2,17,2016,5,8,26,2015,6,12,19,2015,5
0,83800,4847,0,48,6,5,15,12,"2011-09-15 19:27:22","2011-09-15 19:27:25","2011-07-31 17:05:19","2011-08-01 19:27:22",9,15,2011,19,9,15,2011,19,7,31,2011,17,8,1,2011,19
0,15000,1317,0,15,9,8,18,11,"2012-04-29 15:08:47","2012-04-29 15:08:48","2012-03-26 21:19:03","2012-03-30 15:08:47",4,29,2012,15,4,29,2012,15,3,26,2012,21,3,30,2012,15
0,10000,80,0,5,4,4,26,18,"2013-03-22 03:34:48","2013-03-22 03:34:48","2012-12-02 10:38:53","2013-02-20 03:34:48",3,22,2013,3,3,22,2013,3,12,2,2012,10,2,20,2013,3
0,15000,376,0,8,6,5,13,8,"2015-10-10 07:44:28","2015-10-10 07:45:12","2015-05-19 04:22:52","2015-09-10 07:44:28",10,10,2015,7,10,10,2015,7,5,19,2015,4,9,10,2015,7
0,30000,48,0,4,6,6,18,14,"2014-06-19 15:26:26","2014-06-19 15:26:26","2014-04-24 21:18:12","2014-05-05 15:26:26",6,19,2014,15,6,19,2014,15,4,24,2014,21,5,5,2014,15
0,30000,5,0,1,2,2,18,13,"2014-08-10 15:42:41","2014-08-10 15:42:41","2014-07-01 02:07:35","2014-07-11 15:42:41",8,10,2014,15,8,10,2014,15,7,1,2014,2,7,11,2014,15
0,20000,22,0,3,7,6,18,13,"2012-07-03 09:55:10","2012-07-03 09:55:10","2012-03-13 08:36:27","2012-05-04 09:55:10",7,3,2012,9,7,3,2012,9,3,13,2012,8,5,4,2012,9
0,10000,226.01,0,9,9,7,18,11,"2012-05-05 16:59:38","2012-05-05 17:00:17","2012-03-27 16:41:53","2012-04-05 16:59:38",5,5,2012,16,5,5,2012,17,3,27,2012,16,4,5,2012,16
0,160000,2203,0,9,6,4,22,13,"2014-07-17 13:47:42","2014-07-17 13:47:42","2014-04-07 11:41:25","2014-06-17 13:47:42",7,17,2014,13,7,17,2014,13,4,7,2014,11,6,17,2014,13
0,25000,268,0,3,9,6,7,5,"2016-09-08 17:12:40","2016-09-08 17:12:40","2016-08-02 17:52:26","2016-08-09 17:12:40",9,8,2016,17,9,8,2016,17,8,2,2016,17,8,9,2016,17
0,5000,50,0,2,5,5,25,15,"2014-10-12 14:07:05","2014-10-12 14:07:05","2014-07-08 08:51:47","2014-08-13 14:07:05",10,12,2014,14,10,12,2014,14,7,8,2014,8,8,13,2014,14
0,25000,1246,0,7,9,6,22,12,"2014-05-08 11:54:42","2014-05-08 11:54:42","2014-03-24 13:38:43","2014-04-08 11:54:42",5,8,2014,11,5,8,2014,11,3,24,2014,13,4,8,2014,11
0,1000,549,0,20,4,4,22,14,"2015-04-08 11:36:57","2015-04-08 11:36:59","2015-03-06 23:35:17","2015-03-09 11:36:57",4,8,2015,11,4,8,2015,11,3,6,2015,23,3,9,2015,11
0,10000,952,0,32,5,5,17,14,"2015-02-03 14:02:54","2015-02-03 14:02:54","2015-01-03 18:32:37","2015-01-04 14:02:54",2,3,2015,14,2,3,2015,14,1,3,2015,18,1,4,2015,14
0,770,51,0,5,8,8,20,13,"2014-10-19 00:45:58","2014-10-19 00:46:00","2014-07-09 01:38:55","2014-09-19 00:45:58",10,19,2014,0,10,19,2014,0,7,9,2014,1,9,19,2014,0
0,15000,281,0,10,4,4,9,7,"2011-08-29 17:59:00","2011-08-29 17:59:00","2011-05-31 16:52:55","2011-05-31 17:59:00",8,29,2011,17,8,29,2011,17,5,31,2011,16,5,31,2011,17
0,1750,701,0,44,8,8,21,14,"2013-04-24 16:33:09","2013-04-24 16:33:09","2013-03-25 20:15:40","2013-03-28 16:33:09",4,24,2013,16,4,24,2013,16,3,25,2013,20,3,28,2013,16
0,2000,479,0,11,7,5,14,10,"2015-08-31 11:01:00","2015-08-31 11:01:02","2015-07-27 10:59:31","2015-07-29 03:27:54",8,31,2015,11,8,31,2015,11,7,27,2015,10,7,29,2015,3
0,1000,140,0,3,1,1,13,11,"2016-04-24 14:23:39","2016-04-24 14:23:39","2016-04-02 12:26:57","2016-04-14 14:23:39",4,24,2016,14,4,24,2016,14,4,2,2016,12,4,14,2016,14
0,50000,75,0,2,3,3,19,14,"2013-06-10 09:00:00","2013-06-10 09:01:09","2013-04-10 16:16:34","2013-05-09 14:52:46",6,10,2013,9,6,10,2013,9,4,10,2013,16,5,9,2013,14
0,7000,13,0,5,9,7,22,14,"2014-11-16 15:31:16","2014-11-16 15:31:17","2014-03-26 11:40:12","2014-10-07 15:31:16",11,16,2014,15,11,16,2014,15,3,26,2014,11,10,7,2014,15
0,72000,4363,0,100,7,5,21,16,"2015-04-12 18:00:00","2015-04-12 18:00:16","2015-02-13 15:51:00","2015-03-13 18:33:36",4,12,2015,18,4,12,2015,18,2,13,2015,15,3,13,2015,18
0,210000,7585,0,21,4,4,20,13,"2013-06-10 12:46:05","2013-06-10 12:46:05","2013-03-15 10:42:28","2013-04-11 12:46:05",6,10,2013,12,6,10,2013,12,3,15,2013,10,4,11,2013,12
0,125000,1,0,1,2,2,16,12,"2014-09-01 17:00:00","2014-09-01 17:00:11","2014-07-20 22:02:23","2014-07-20 23:05:29",9,1,2014,17,9,1,2014,17,7,20,2014,22,7,20,2014,23
0,10000,2300,0,33,2,2,19,16,"2014-06-24 12:55:58","2014-06-24 12:55:59","2014-04-09 17:25:49","2014-04-25 12:55:58",6,24,2014,12,6,24,2014,12,4,9,2014,17,4,25,2014,12
0,5000,491,0,16,5,4,16,12,"2012-06-26 15:54:04","2012-06-26 15:54:04","2012-04-30 13:45:51","2012-05-22 15:54:04",6,26,2012,15,6,26,2012,15,4,30,2012,13,5,22,2012,15
0,1260,22,0,2,1,1,13,10,"2014-09-07 08:13:18","2014-09-07 08:13:18","2014-08-01 09:42:43","2014-08-06 08:13:18",9,7,2014,8,9,7,2014,8,8,1,2014,9,8,6,2014,8
0,10500,651,0,20,2,2,20,14,"2013-07-04 16:33:07","2013-07-04 16:33:08","2013-04-24 15:40:32","2013-05-17 16:33:07",7,4,2013,16,7,4,2013,16,4,24,2013,15,5,17,2013,16
0,950000,474,0,8,3,3,25,19,"2014-02-14 19:23:20","2014-02-14 19:23:20","2013-10-28 17:30:15","2014-01-15 19:23:20",2,14,2014,19,2,14,2014,19,10,28,2013,17,1,15,2014,19
0,7500,0,0,0,1,1,21,16,"2010-06-12 23:18:00","2010-06-12 23:30:07","2010-05-13 23:18:13","2010-05-14 00:11:27",6,12,2010,23,6,12,2010,23,5,13,2010,23,5,14,2010,0
0,17000,2193.47,0,71,10,10,21,16,"2012-08-29 13:27:25","2012-08-29 13:27:25","2012-07-26 15:55:24","2012-07-30 13:27:25",8,29,2012,13,8,29,2012,13,7,26,2012,15,7,30,2012,13
0,20000,262.5,0,3,3,3,21,13,"2014-09-07 16:16:08","2014-09-07 16:16:10","2014-08-07 04:29:56","2014-08-08 16:16:08",9,7,2014,16,9,7,2014,16,8,7,2014,4,8,8,2014,16
0,15000,16,0,3,9,7,21,13,"2011-10-21 22:13:30","2011-10-21 22:13:30","2011-09-21 20:55:37","2011-09-21 22:13:30",10,21,2011,22,10,21,2011,22,9,21,2011,20,9,21,2011,22
0,15000,110,0,3,5,5,8,7,"2013-09-29 23:07:51","2013-09-29 23:07:51","2013-07-07 21:56:08","2013-08-29 23:07:51",9,29,2013,23,9,29,2013,23,7,7,2013,21,8,29,2013,23
0,1e+05,9571,0,20,4,4,21,15,"2013-09-15 11:21:34","2013-09-15 11:21:34","2013-06-05 17:34:37","2013-08-01 11:21:34",9,15,2013,11,9,15,2013,11,6,5,2013,17,8,1,2013,11
0,125000,25,0,1,2,2,26,19,"2014-07-06 19:23:48","2014-07-06 19:23:48","2014-05-28 11:57:35","2014-06-06 19:23:48",7,6,2014,19,7,6,2014,19,5,28,2014,11,6,6,2014,19
0,128000,356,0,20,4,4,22,14,"2016-03-06 14:18:23","2016-03-06 14:18:23","2016-02-01 14:39:51","2016-02-05 14:18:23",3,6,2016,14,3,6,2016,14,2,1,2016,14,2,5,2016,14
0,20000,1,0,1,6,5,17,13,"2015-05-08 14:04:14","2015-05-08 14:04:16","2014-11-04 12:23:35","2015-04-08 14:04:14",5,8,2015,14,5,8,2015,14,11,4,2014,12,4,8,2015,14
0,5000,100,0,1,8,5,19,13,"2014-05-15 13:15:07","2014-05-15 13:15:11","2014-04-08 12:47:13","2014-04-15 13:15:07",5,15,2014,13,5,15,2014,13,4,8,2014,12,4,15,2014,13
0,5000,1345,0,20,4,3,14,9,"2016-12-23 03:54:51","2016-12-23 03:54:58","2016-04-10 13:51:19","2016-11-23 03:54:51",12,23,2016,3,12,23,2016,3,4,10,2016,13,11,23,2016,3
0,50000,1998,0,33,9,8,27,16,"2013-12-29 02:53:19","2013-12-29 02:53:19","2013-10-04 08:37:34","2013-10-30 02:53:19",12,29,2013,2,12,29,2013,2,10,4,2013,8,10,30,2013,2
0,600,118,0,13,2,2,23,14,"2012-09-09 15:02:39","2012-09-09 15:02:40","2012-07-27 07:15:18","2012-08-10 15:02:39",9,9,2012,15,9,9,2012,15,7,27,2012,7,8,10,2012,15
0,2000,164,0,11,2,2,11,8,"2016-05-02 12:58:03","2016-05-02 12:58:03","2016-02-10 09:31:21","2016-04-02 12:58:03",5,2,2016,12,5,2,2016,12,2,10,2016,9,4,2,2016,12
0,5000,93,0,9,9,9,19,16,"2012-03-16 16:00:00","2012-03-16 16:00:26","2011-11-26 07:24:04","2012-02-07 08:43:54",3,16,2012,16,3,16,2012,16,11,26,2011,7,2,7,2012,8
0,30000,3885,0,57,6,5,17,15,"2014-10-12 22:00:00","2014-10-12 22:00:10","2014-07-17 03:11:11","2014-09-15 09:42:46",10,12,2014,22,10,12,2014,22,7,17,2014,3,9,15,2014,9
0,50000,3100,0,58,9,7,20,11,"2014-04-02 08:21:23","2014-04-02 08:21:27","2013-03-15 20:13:51","2014-03-03 08:21:23",4,2,2014,8,4,2,2014,8,3,15,2013,20,3,3,2014,8
0,25000,1327,0,14,4,4,17,10,"2016-05-15 19:07:54","2016-05-15 19:07:56","2016-04-03 13:16:59","2016-04-10 19:07:54",5,15,2016,19,5,15,2016,19,4,3,2016,13,4,10,2016,19
0,1e+05,0,0,0,5,5,21,14,"2016-07-16 05:16:04","2016-07-16 05:16:04","2014-12-23 14:26:54","2016-06-16 05:16:04",7,16,2016,5,7,16,2016,5,12,23,2014,14,6,16,2016,5
0,5000,2254.3,0,86,5,5,18,12,"2012-06-15 10:00:37","2012-06-15 10:00:37","2012-04-20 14:40:54","2012-05-16 10:00:37",6,15,2012,10,6,15,2012,10,4,20,2012,14,5,16,2012,10
0,9000,300,0,17,7,4,14,12,"2014-04-15 18:26:08","2014-04-15 18:26:09","2014-03-02 13:41:14","2014-03-16 18:26:08",4,15,2014,18,4,15,2014,18,3,2,2014,13,3,16,2014,18
0,8000,570,0,12,8,7,21,14,"2015-08-27 04:54:15","2015-08-27 04:54:15","2015-07-19 17:28:25","2015-07-28 04:54:15",8,27,2015,4,8,27,2015,4,7,19,2015,17,7,28,2015,4
0,5000,45,0,2,6,6,20,16,"2010-08-31 17:00:00","2010-08-31 17:00:18","2010-06-27 01:33:59","2010-07-18 12:17:04",8,31,2010,17,8,31,2010,17,6,27,2010,1,7,18,2010,12
0,4400,43,0,5,8,6,18,12,"2012-10-04 22:13:54","2012-10-04 22:13:54","2012-08-14 21:01:43","2012-09-04 22:13:54",10,4,2012,22,10,4,2012,22,8,14,2012,21,9,4,2012,22
0,10000,305,0,5,6,5,11,8,"2015-02-05 15:53:58","2015-02-05 15:53:58","2014-12-07 16:16:38","2015-01-06 15:53:58",2,5,2015,15,2,5,2015,15,12,7,2014,16,1,6,2015,15
0,1e+06,0,0,0,6,6,23,16,"2015-04-05 20:30:04","2015-04-05 20:30:17","2015-01-21 06:12:12","2015-02-04 20:30:04",4,5,2015,20,4,5,2015,20,1,21,2015,6,2,4,2015,20
0,2e+05,185,0,11,5,5,19,10,"2014-02-28 06:00:00","2014-02-28 06:00:33","2014-01-14 11:20:42","2014-01-22 03:40:51",2,28,2014,6,2,28,2014,6,1,14,2014,11,1,22,2014,3
0,10000,0,0,0,3,3,24,17,"2010-06-30 14:21:00","2010-06-30 14:30:09","2010-05-18 14:21:52","2010-05-18 15:55:10",6,30,2010,14,6,30,2010,14,5,18,2010,14,5,18,2010,15
0,3000,0,0,0,4,4,24,13,"2014-08-12 12:29:59","2014-08-12 12:30:13","2014-07-26 05:28:13","2014-07-28 12:29:59",8,12,2014,12,8,12,2014,12,7,26,2014,5,7,28,2014,12
0,52000,3400,0,9,4,4,9,7,"2016-02-18 16:54:27","2016-02-18 16:54:28","2014-06-06 17:25:31","2016-01-19 16:54:27",2,18,2016,16,2,18,2016,16,6,6,2014,17,1,19,2016,16
0,50000,5720,0,14,7,7,15,14,"2015-10-09 10:19:06","2015-10-09 10:19:07","2015-07-11 03:08:28","2015-09-09 10:19:06",10,9,2015,10,10,9,2015,10,7,11,2015,3,9,9,2015,10
0,5000,1,0,1,4,4,18,13,"2014-10-24 16:55:50","2014-10-24 16:55:50","2014-08-21 10:46:40","2014-08-25 16:55:50",10,24,2014,16,10,24,2014,16,8,21,2014,10,8,25,2014,16
0,9800,2253,0,25,1,1,11,8,"2014-02-20 12:58:38","2014-02-20 12:58:41","2013-11-24 17:33:28","2014-01-21 12:58:38",2,20,2014,12,2,20,2014,12,11,24,2013,17,1,21,2014,12
0,30000,332,0,11,4,4,10,6,"2012-09-14 05:57:45","2012-09-14 05:57:47","2012-08-09 18:25:16","2012-08-15 05:57:45",9,14,2012,5,9,14,2012,5,8,9,2012,18,8,15,2012,5
0,4500,110,0,4,7,7,24,14,"2009-09-02 21:37:00","2009-09-02 21:45:35","2009-05-26 21:37:10","2009-06-08 02:22:38",9,2,2009,21,9,2,2009,21,5,26,2009,21,6,8,2009,2
0,130000,1,0,1,8,7,17,10,"2011-12-14 00:34:43","2011-12-14 00:34:44","2011-10-04 23:10:37","2011-10-15 00:34:43",12,14,2011,0,12,14,2011,0,10,4,2011,23,10,15,2011,0
0,1e+05,0,0,0,1,1,15,11,"2014-04-24 12:59:40","2014-04-24 13:00:13","2014-02-21 14:28:01","2014-03-10 12:59:40",4,24,2014,12,4,24,2014,13,2,21,2014,14,3,10,2014,12
